cg16867657,cg14361627,cg07553761,cg24079702,cg19283806,Age
0.6928867,0.3068151,0.3419614,0.4334849,0.1652284,70
0.7833101,0.2411201,0.2982569,0.3912799,0.1640032,82
0.710954,0.1721685,0.3865915,0.45118,0.1678842,58
0.68954,0.2643088,0.2327028,0.403928,0.2908317,66
0.6393477,0.3140737,0.2386451,0.4019907,0.1189688,85
0.710268,0.2874525,0.2776374,0.3586005,0.2183984,66
0.7320176,0.2355661,0.3132642,0.4289272,0.1237365,69
0.7306742,0.2640035,0.3788011,0.3879003,0.1060611,84
0.635353,0.2598201,0.3130735,0.437849,0.1706613,79
0.6742131,0.216503,0.2896901,0.3781491,0.2380009,64
0.7294212,0.223603,0.2957018,0.3432009,0.04654758,78
0.6021079,0.2413366,0.2238002,0.3762446,0.09542366,53
0.6360856,0.1990036,0.22835,0.3255783,0.2107538,59
0.6575379,0.2130537,0.2665267,0.4151836,0.2083294,65
0.6501921,0.2601405,0.2697863,0.395306,0.282616,61
0.6117153,0.270862,0.2408073,0.3765951,0.2738948,58
0.689551,0.2120529,0.2867354,0.4145037,0.1238112,69
0.6176422,0.206881,0.222407,0.3453737,0.2760094,60
0.6580718,0.2554592,0.2478048,0.4095674,0.2058578,65
0.8175415,0.2103441,0.4110484,0.4123444,0.07340749,89
0.8287407,0.2319618,0.3505591,0.3416364,0.1033437,74
0.903033,0.3280636,0.3782634,0.4208666,0.0,81
0.6698493,0.1653116,0.2644831,0.3773878,0.09190945,68
0.6708084,0.2440981,0.2932575,0.3580903,0.1198244,68
0.6993982,0.1900557,0.2539198,0.3807218,0.1745362,65
0.7973915,0.3561982,0.3138554,0.4803041,0.306075,90
0.7357655,0.2231114,0.2523773,0.3513123,0.1222693,66
0.6697765,0.3127461,0.3021172,0.4119015,0.1478569,79
0.6222295,0.1951666,0.2595211,0.3349113,0.2015858,57
0.7063897,0.2639804,0.2707971,0.4557578,0.2128551,76
0.7410145,0.3012181,0.3237523,0.4511474,0.148777,79
0.5730635,0.1703131,0.2242755,0.3502023,0.2044489,49
0.7834378,0.3631506,0.3659545,0.5522757,0.103394,92
0.6474568,0.2387756,0.2314579,0.3496739,0.2690426,66
0.6221716,0.1979133,0.2071443,0.351458,0.1608378,59
0.6498323,0.2560949,0.2476624,0.42052,0.2742943,76
0.6189766,0.1871802,0.266721,0.366928,0.2251648,56
0.6234835,0.2818892,0.2193818,0.3456033,0.2213769,52
0.6785294,0.2346405,0.2530223,0.4143603,0.1869801,65
0.6714746,0.2923184,0.233271,0.4260037,0.2073036,73
0.6872765,0.2446506,0.2744483,0.374619,0.1773646,65
0.7357735,0.3491558,0.2619804,0.4852856,0.1565433,84
0.5462273,0.2047263,0.1815387,0.303983,0.3043822,51
0.6808974,0.2585181,0.3085918,0.414718,0.150186,78
0.6360672,0.2725613,0.2690054,0.3705242,0.1745167,53
0.7326288,0.25132569,0.3299584,0.4549753,0.3632588,68
0.6144506,0.2180949,0.215768,0.3273108,0.3504761,52
0.6868395,0.2203942,0.1283424,0.2750132,0.1731726,72
0.5848533,0.2004986,0.2164094,0.2922895,0.3085809,48
0.619598,0.255107,0.2881958,0.329566,0.2931129,60
0.8278534,0.1625375,0.518493,0.5050793,0.04435044,61
0.6758384,0.2383738,0.2908273,0.380266,0.1983606,69
0.7675956,0.2324909,0.2787014,0.3729068,0.2146174,81
0.6154546,0.255424,0.1636181,0.3141589,0.3019882,56
0.657737,0.2703424,0.2827635,0.3895113,0.1827546,79
0.7831188,0.2558171,0.342729,0.4822051,0.2702305,82
0.6013246,0.2462018,0.2482967,0.3881602,0.3534051,58
0.7029012,0.2615601,0.382934,0.4351957,0.2598109,75
0.7265052,0.1461798,0.2399909,0.429772,0.1652321,78
0.6047568,0.217131,0.2714889,0.4211388,0.2443734,57
0.8047447,0.1731797,0.4052244,0.4787911,0.07876977,70
0.7641702,0.3336339,0.3262974,0.4337108,0.1609891,77
0.6258761,0.2031357,0.2608171,0.3992332,0.2807799,56
0.7037525,0.1500607,0.3145574,0.3996274,0.250722,67
0.6621816,0.2594993,0.29775,0.3998226,0.2289514,76
0.8147737,0.3155769,0.3424382,0.5157459,0.1385282,89
0.7256078,0.2125557,0.3035436,0.4081239,0.1516789,69
0.7163388,0.226009,0.3208276,0.4896686,0.1058915,79
0.7459987,0.3717797,0.3333952,0.4449176,0.2052536,80
0.7066053,0.1928149,0.3063852,0.7009984,0.08112058,76
0.5925124,0.204438,0.2993289,0.3965605,0.2565347,48
0.6752193,0.2285752,0.301313,0.3458094,0.2743815,61
0.6358778,0.1946819,0.2313268,0.3147444,0.2786213,52
0.7042474,0.2982269,0.3240194,0.4675509,0.14827,69
0.5876287,0.1530794,0.2072647,0.3940407,0.2646972,41
0.6771802,0.1911436,0.3410161,0.3624183,0.1340494,69
0.6269121,0.2492098,0.2763836,0.3913939,0.1677295,65
0.5782576,0.189799,0.2119179,0.325195,0.2948719,45
0.5288252,0.1957157,0.2054816,0.277683,0.3875749,66
0.6994835,0.2985111,0.290919,0.4252581,0.2066398,76
0.7296025,0.2690461,0.2764772,0.3708371,0.1656866,76
0.5708764,0.1853206,0.2273957,0.342589,0.2772547,45
0.683485,0.2833591,0.2140838,0.3926997,0.1565099,71
0.5946332,0.1809807,0.2439259,0.3904259,0.3278155,52
0.7866474,0.2616732,0.2304776,0.4058428,0.1410799,84
0.6465232,0.237561,0.2833249,0.422935,0.2337263,57
0.6546407,0.2655225,0.2846386,0.3745941,0.2410931,68
0.6891956,0.3034648,0.3441778,0.4181484,0.1608522,74
0.481078,0.1786742,0.1741455,0.2745815,0.416281,33
0.7286779,0.2166255,0.3237258,0.4827839,0.2407997,68
0.7827091,0.308716,0.4051501,0.4767332,0.2073183,73
0.6936047,0.3150432,0.2804914,0.4160724,0.2259023,79
0.7427804,0.3684393,0.3094375,0.4185382,0.2113905,72
0.7047215,0.3157336,0.3022608,0.4201102,0.166264,78
0.6947247,0.2350138,0.3170426,0.3839917,0.1144904,68
0.5847803,0.2118076,0.2596599,0.3806552,0.2166344,52
0.6769202,0.2260469,0.2343866,0.356089,0.1815583,64
0.4922997,0.1516653,0.2133363,0.2819275,0.5317352,27
0.4817381,0.2114426,0.1663443,0.2662244,0.460797,29
0.6270897,0.2187933,0.2462494,0.3512276,0.3557746,44
0.5945579,0.1879328,0.2307718,0.3650492,0.4314682,41
0.5863045,0.2245465,0.2482102,0.3613545,0.2843105,45
0.5169337,0.1538537,0.1884624,0.2633075,0.4084467,27
0.6355251,0.2116091,0.2834874,0.3762359,0.3220553,48
0.6297122,0.2259382,0.283518,0.3877909,0.2183776,56
0.4867789,0.1698541,0.2016566,0.2701881,0.3213805,34
0.6125824,0.2354289,0.2238841,0.4563313,0.2828336,69
0.6065171,0.257232,0.09196207,0.2828739,0.3048529,56
0.5734088,0.2342974,0.2456429,0.3141306,0.2684999,47
0.636476,0.1894882,0.2370903,0.3441123,0.144087,56
0.6577975,0.2015765,0.3219336,0.3863137,0.2111234,60
0.6925434,0.2624532,0.255319,0.3705843,0.1918883,75
0.5894263,0.2255787,0.2174186,0.3490432,0.1649962,60
0.5810211,0.1736613,0.2209921,0.3387801,0.2321239,47
0.6310916,0.2272014,0.2544255,0.3335259,0.2688036,55
0.5055727,0.1578565,0.1910848,0.3106563,0.3802878,32
0.4008706,0.1106387,0.1714702,0.1953328,0.3211406,23
0.5162305,0.1252102,0.2515956,0.354665,0.3074948,43
0.5473874,0.1968334,0.2303465,0.4008048,0.2386452,47
0.6159779,0.2175012,0.2437208,0.3545214,0.3183957,44
0.5717525,0.1257959,0.2097798,0.3223208,0.4049798,37
0.4890275,0.1433116,0.2170244,0.2584915,0.4430725,27
0.6855939,0.2402182,0.2597706,0.4157739,0.2976682,69
0.4898466,0.1189348,0.1787771,0.261517,0.39486,28
0.6115309,0.230129,0.3240826,0.4035533,0.2733597,51
0.6320171,0.2270887,0.3197816,0.3776838,0.2411304,57
0.4450968,0.1141951,0.1999403,0.2591623,0.3873658,19
0.5833996,0.2502598,0.3285227,0.391266,0.3300867,44
0.5859081,0.2041232,0.2645887,0.337396,0.2693482,49
0.4929496,0.1786253,0.2202488,0.3114018,0.345006,34
0.5716125,0.1877774,0.2837002,0.2966867,0.312853,44
0.6650081,0.2613215,0.3353299,0.4287451,0.2742134,62
0.5260746,0.1666784,0.2663171,0.3133855,0.3872419,30
0.6006173,0.2227558,0.2823674,0.3962896,0.4203909,49
0.5499163,0.1519447,0.2023304,0.2838723,0.3166447,36
0.4613742,0.1258701,0.208363,0.2792807,0.3290323,25
0.5459653,0.163584,0.2934305,0.325514,0.2565593,36
0.4629988,0.1423535,0.2127994,0.2944563,0.3670887,21
0.576126,0.2006318,0.2882014,0.3816346,0.3028603,40
0.470802,0.1456814,0.2011514,0.2449384,0.4908971,22
0.5702467,0.1192922,0.2301898,0.3423715,0.4420554,36
0.6283415,0.2715554,0.3059135,0.3600429,0.2820335,58
0.7148234,0.255977,0.3674853,0.4929315,0.09612574,83
0.7152367,0.2288388,0.3159593,0.4671641,0.1814633,69
0.6975005,0.3123079,0.404543,0.5327273,0.1291664,89
0.73677,0.2829087,0.3597151,0.5395576,0.1995201,89
0.669444,0.2272521,0.3144275,0.4427027,0.2541249,66
0.6466323,0.2502085,0.2864496,0.4187277,0.3305012,55
0.7002082,0.2712807,0.3791693,0.4398,0.1160997,82
0.6774442,0.324093,0.3043536,0.4078757,0.2575422,73
0.7384589,0.4685374,0.3375133,0.5126606,0.106127,77
0.7006201,0.2902878,0.3733373,0.433848,0.1295771,80
0.672001,0.2252645,0.3272873,0.4065816,0.2058316,79
0.7197965,0.2555105,0.3274699,0.4082124,0.1525023,73
0.7757676,0.2777215,0.3381415,0.4367241,0.1349432,82
0.7834255,0.2094028,0.4462064,0.4346828,0.1225257,85
0.6954004,0.2632732,0.3472562,0.4848658,0.04985069,91
0.7064052,0.3569004,0.3354728,0.443624,0.1306135,85
0.7886863,0.2954395,0.3702136,0.4036966,0.1674158,86
0.7535211,0.277814,0.3231021,0.4789398,0.1929753,74
0.7761794,0.3376731,0.3963614,0.4427033,0.06263362,90
0.6933384,0.2934365,0.3725415,0.5208275,0.09694047,87
0.7281322,0.2478666,0.3193591,0.4470184,0.1884165,76
0.7462522,0.215126,0.3152394,0.3974638,0.2123174,81
0.6307549,0.2831362,0.3043944,0.4061993,0.1678018,59
0.6929808,0.2611952,0.3336125,0.4372186,0.1808064,73
0.7106773,0.2808311,0.3510588,0.4855015,0.1165367,76
0.8824711,0.2373146,0.4586118,0.3931129,0.145062,85
0.643748,0.2277341,0.3380003,0.4336263,0.1839887,69
0.7569293,0.2740807,0.3752718,0.4755889,0.1116767,85
0.7784559,0.2889515,0.3898261,0.5044454,0.1787907,85
0.6941501,0.3742194,0.3520622,0.46703,0.1770278,84
0.6998417,0.230978,0.3300278,0.4129655,0.07711653,83
0.6538113,0.208434,0.3434067,0.3528345,0.1960157,67
0.7823327,0.3073197,0.3392597,0.4292724,0.142634,85
0.7493821,0.1904376,0.3462088,0.5587894,0.1505632,76
0.7793955,0.2576623,0.4161217,0.5996456,0.08043001,87
0.8212017,0.3258669,0.3473326,0.4996442,0.2038371,84
0.7428104,0.2868593,0.3583266,0.4765761,0.1178958,82
0.7963235,0.2233558,0.45616,0.4718082,0.07917684,93
0.7155493,0.3230167,0.4033695,0.4901256,0.121932,71
0.7380632,0.3012779,0.3947472,0.4529393,0.2092502,80
0.750221,0.2632667,0.3196401,0.5936588,0.1289596,88
0.7407181,0.2249897,0.3146927,0.4667554,0.2110391,72
0.683559,0.2904319,0.3112763,0.419677,0.1977358,77
0.6119416,0.261222,0.2979752,0.3778956,0.3195504,56
0.7812665,0.3074843,0.3590191,0.5610626,0.164473,92
0.7813179,0.2515625,0.4376681,0.4643726,0.139576,78
0.6850836,0.2539472,0.3361855,0.4330737,0.09444886,71
0.6990589,0.2436289,0.3315918,0.4267526,0.1661186,89
0.6403271,0.1714361,0.3183315,0.3684428,0.2734491,54
0.7086174,0.2966348,0.3236847,0.4534432,0.1642738,66
0.7586859,0.2809898,0.3609973,0.4662173,0.2116672,75
0.9065529,0.3350121,0.3714214,0.5180285,0.3451927,90
0.6367549,0.2208524,0.2599784,0.3961426,0.1613095,66
0.7321268,0.3287977,0.3887594,0.37756,0.1508379,77
0.7104399,0.3392677,0.3398654,0.4783968,0.1783367,82
0.7135342,0.2756286,0.364203,0.4881579,0.2398601,65
0.6381899,0.2900681,0.3178429,0.368216,0.2151813,58
0.6905584,0.2787066,0.3255354,0.450876,0.1539067,75
0.7943522,0.3192849,0.4282257,0.4192528,0.186248,88
0.687021,0.2967599,0.3722637,0.4855974,0.1110719,74
0.6619135,0.3277227,0.3066325,0.4174315,0.1652602,69
0.775323,0.2457833,0.4589885,0.520071,0.08833805,83
0.8005237,0.2748349,0.3910661,0.4694965,0.2034803,83
0.6592809,0.3026448,0.3999694,0.4658298,0.1573872,70
0.6354481,0.2754826,0.3337136,0.4331805,0.2288984,64
0.6681631,0.2000931,0.281555,0.3860706,0.2374201,50
0.7408659,0.4541394,0.4333813,0.5448346,0.1007044,74
0.699774,0.2815714,0.3834358,0.3707757,0.2089021,69
0.7873964,0.2832917,0.3889741,0.4982401,0.08285614,86
0.7501244,0.1878714,0.3432832,0.3666024,0.2245465,66
0.683252,0.2871131,0.3416834,0.4572617,0.2311891,70
0.7752676,0.2689009,0.436579,0.4757353,0.1565131,89
0.7413105,0.3681882,0.3628981,0.3871411,0.2113185,78
0.719421,0.2973498,0.3470796,0.488238,0.2083338,69
0.6852953,0.2854953,0.3623971,0.4026506,0.151962,64
0.7429069,0.3006888,0.3609664,0.4195826,0.1361019,79
0.7179129,0.3067206,0.4113412,0.465485,0.1212782,92
0.7355309,0.2250236,0.3268224,0.4026082,0.1838707,70
0.8486431,0.1900156,0.3653132,0.4437875,0.08939039,77
0.6864297,0.3376544,0.3886536,0.4402287,0.2024608,78
0.6894109,0.3566757,0.3377406,0.3652245,0.1272119,71
0.6800864,0.2440976,0.3086575,0.3657101,0.1544017,68
0.6976902,0.2515439,0.3479922,0.3796485,0.1755382,61
0.7854201,0.2130741,0.2947897,0.4154581,0.03062598,73
